,Neighborhood_FID,Distance_University,Park_1,Park_2,Distance_Oper,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Area_Types,Area_Count,City_Name,Bare vegetation,Built-up,Cropland,Grassland,Herbaceous wetland,Permanent water bodies,Shrubland,Tree Cover,Number_ways,Length_ways,Distance_station,Distance_monuments,Distance_POI
10,11,5368695.450700311,5372302.370338553,5394665.313009026,5368615.3961173,2557,0,2066,0,0,400,0,3,24,0,0,199,3,0,0,2349,0,111,758,946,0,0,60,365,684,689,391,162,0,0,0,2526,0,22,73,591,320,402,726,13,203,2265,0,0,17,0,8,3,2252,199,64,11,1760,143,0,334,27,0,225,46,11,11,53,412,12,1897,39,0,1937,375,233,46,11,1901,811,344,222,0,0,0,43,52,0,0,9,42,42,0,0,0,0,0,0,0,0,1072,503,232,9,3,252,194,1376,2513,525,924,805,135,37,525,1468,0,177,107,9,37,525,1049,492,252,31,25,0,0,0,6272,450,537,490,567,1313,1131,816,610,295,909,605,1898,1514,1355,2196,3175,387,448,27,0,0,0,5972,138,27,26,29,3090,3173,259,860,5139,6202,31,12,3,0,6202,0,3,0,0,0,0,0,9,0,6,0,0,15,6202,52,6219,36,0,0,CommercialBuildingArea_Residential_SpecialUseArea,8,Berlin,191,1380,0,276,0,1,0.0,58779,72,10126.861967472923,9558.67910978304,5370971.677979494,5367915.75725396
11,12,5368056.9952300405,5371662.278982608,5394010.209391052,5367976.702278597,2911,0,1610,0,0,1189,0,0,27,0,0,286,20,0,0,2600,0,498,823,913,0,3,84,758,733,647,334,187,0,0,0,2867,0,36,141,924,161,152,1106,21,307,1854,69,237,167,154,9,3,1472,269,1052,68,1049,178,272,242,21,9,383,394,280,68,280,603,12,1721,156,0,1536,298,393,420,293,1955,801,338,238,0,0,0,101,107,3,3,3,93,64,0,0,0,0,0,0,0,0,1124,510,246,12,0,254,206,1446,2874,799,938,777,221,64,799,1426,0,254,193,6,64,799,1127,536,269,45,9,0,0,0,6371,446,524,710,619,1351,1103,775,581,214,908,807,1977,1498,1203,2421,3095,339,471,12,0,0,0,6033,121,41,62,19,3140,3225,227,697,5431,6237,39,24,31,0,6237,4,0,3,0,0,0,0,7,0,0,5,3,55,6237,105,6294,62,0,0,CommercialBuildingArea_Residential_SpecialUseArea,15,Berlin,67,2520,0,410,40,1494,0.0,34012,131,12007.116814523226,7020.608149177926,5370332.096844495,5367277.55995568
12,13,5368786.947553383,5372395.563526726,5394774.086547327,5368707.140280693,8624,0,3537,0,0,4780,0,0,129,0,0,1601,421,0,0,6558,12,1586,3738,1790,0,21,229,2569,2012,2144,944,359,0,0,0,8496,0,118,100,1102,256,525,5616,30,2044,3586,0,3,2560,222,0,8,3086,872,1761,2784,2136,665,175,545,46,6,499,995,694,2784,3863,610,393,3329,30,0,3146,665,882,2079,1874,5758,2140,1089,527,3,0,0,427,418,12,18,15,413,165,0,0,0,0,0,0,0,0,3237,1519,740,75,3,751,457,4375,8449,2431,2629,2321,739,156,2431,3873,3,938,640,46,156,2431,3253,1551,842,108,21,0,0,0,18595,1862,1698,2409,2289,3431,2651,1859,1693,571,3329,2686,5743,3559,3299,7837,8288,866,1536,18,0,0,0,17398,392,232,263,60,8927,9656,765,2262,15509,18208,105,85,64,0,18208,0,0,6,0,3,0,6,21,4,12,3,3,175,18208,322,18209,343,0,0,Residential_SpecialUseArea,6,Berlin,56,424,0,214,41,16686,0.0,48664,99,12294.658974628845,12236.004053301123,5371064.342118513,5368006.986467513
13,14,5366893.569770046,5370500.51288936,5392863.705071016,5366813.518564267,516,0,473,0,0,18,0,0,3,0,0,3,0,0,0,510,0,9,159,165,0,0,0,28,148,180,83,27,0,0,0,512,0,3,0,431,9,0,15,3,3,505,0,0,0,0,0,0,61,414,6,0,55,378,6,3,41,0,6,0,0,0,0,70,3,387,3,0,475,49,6,0,0,387,217,28,47,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,254,75,15,0,0,88,50,219,509,94,229,107,30,0,94,321,0,12,15,0,0,94,250,69,29,0,0,0,0,0,1122,59,59,65,85,195,198,194,196,53,109,84,293,288,346,321,654,76,57,0,0,0,0,1075,18,0,0,6,556,567,23,99,990,1113,3,3,0,0,1113,0,0,0,0,0,0,0,0,0,3,0,0,0,1113,6,1117,5,0,0,Residential,7,Berlin,330,4099,0,785,0,3824,0.0,48024,51,5061.045859571303,9790.562379610235,5369169.813129044,5366113.872684733
14,15,5369248.653449301,5372853.051674795,5395192.827894738,5369168.231562592,32809,0,1156,0,0,30689,6,0,827,0,0,5134,465,140,4,26948,235,14270,14608,2524,0,565,5119,13107,10142,3066,319,84,0,0,0,32381,9,412,11271,9521,6543,2186,1660,274,5793,6522,4715,7104,4942,1283,717,30,1540,462,28437,2238,49,22,163,27,3,49,2281,18689,9034,2238,8958,9650,738,11645,1112,6,245,120,2370,20046,9832,14412,4715,2165,563,24,0,0,1934,1483,45,133,49,2169,809,0,0,0,0,0,0,0,0,9265,3309,1514,199,18,2217,971,11232,31923,16016,6716,4384,3310,1507,16016,7467,30,3559,2975,282,1507,16016,10323,3495,1627,264,39,0,0,0,55856,5878,3425,8067,10282,9734,6102,4562,5114,2692,8717,8655,20018,8314,10160,29517,16670,3233,6265,182,0,0,0,51968,1913,601,1008,221,26288,29569,2917,7140,45801,53828,917,404,563,3,53828,0,12,27,0,3,16,24,171,12,70,64,22,1205,53828,2032,54945,854,0,3,Residential_SpecialUseArea,12,Berlin,625,15591,197,1049,13,1014,0.0,38058,250,19321.7154289801,5593.335349538491,5371523.145812269,5368469.357890815
15,16,5373884.731553068,5377491.877289371,5399856.799360978,5373804.710053624,851,0,654,0,0,159,0,3,12,0,0,33,0,0,0,809,7,52,298,276,0,3,33,152,285,173,92,48,0,0,0,843,0,3,77,334,131,97,96,9,33,752,0,12,26,0,0,0,433,285,75,22,314,261,21,58,27,3,86,13,0,22,20,179,0,547,57,0,643,102,100,13,0,541,278,66,42,0,0,0,25,21,3,3,3,12,16,0,0,0,0,0,0,0,0,358,123,41,0,0,97,101,338,852,274,312,185,46,7,274,399,0,62,37,5,7,274,332,105,61,6,3,0,0,0,1813,131,113,114,164,335,330,269,243,71,235,140,505,455,477,577,961,122,149,3,0,0,0,1715,41,6,15,4,898,894,50,287,1464,1794,6,0,0,0,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,1794,9,1791,17,0,0,Residential_SpecialUseArea,7,Berlin,1219,12927,13556,22466,44,21026,0.0,61463,40,6090.974357803425,11123.253034833451,5376161.114635138,5373105.002241445
16,17,5370909.03128056,5374519.327794243,5396913.250677253,5370829.469214887,7579,0,748,0,0,5986,0,0,788,0,0,384,33,11,4,7088,150,2932,3308,465,0,41,1242,1662,2871,1208,212,80,0,0,0,7493,45,31,405,452,3341,2635,196,24,444,1102,1983,3073,589,8,3,7,1460,418,4989,614,556,62,40,175,15,12,513,2795,2690,614,5656,341,22,1228,69,26,691,212,527,3058,3029,3480,1477,380,242,0,0,0,241,224,6,11,21,451,147,0,0,0,0,0,0,0,0,2268,758,318,32,32,671,325,2411,6772,3093,1769,950,705,144,3093,2160,0,525,628,60,144,3093,2337,765,344,39,44,0,0,0,12711,1122,895,1681,1417,1817,1830,1659,1522,711,1846,1858,3237,2608,3141,5377,4877,905,1499,18,0,0,0,11768,412,138,166,141,6116,6594,503,1422,10767,12446,68,77,71,0,12446,3,0,0,0,0,0,3,17,3,9,11,18,105,12446,246,12505,192,0,0,CommercialBuildingArea_Residential_SpecialUseArea,12,Berlin,1052,11212,8463,18994,156,54028,0.0,88511,136,54761.85988876787,15035.320336249995,5373187.582400582,5370128.805024746
17,18,5371055.941926095,5374663.506205739,5397032.325775387,5370975.981366288,8741,0,3638,0,0,4785,0,0,181,0,0,1485,89,44,0,7065,46,1423,3773,2108,0,75,961,2241,2369,1705,667,340,0,0,0,8604,29,94,560,958,556,714,4816,101,1640,4650,0,200,1807,24,3,8,3754,812,3146,920,2350,554,428,382,49,27,603,1787,1542,920,1994,1001,291,4957,113,0,3442,502,711,2159,1943,5962,2252,1300,501,0,0,0,416,385,15,0,24,444,102,0,0,0,0,0,0,0,0,3303,1586,809,80,0,770,487,4562,8544,2264,2761,2396,747,224,2264,4137,0,935,638,39,224,2264,3315,1640,872,133,44,0,0,0,19525,1935,1870,2004,2455,4071,2981,1900,1669,514,3532,2309,6550,3910,3248,7964,9018,836,1597,39,0,0,0,18081,519,337,336,80,9585,9922,842,2390,16236,19068,164,109,72,3,19068,0,8,3,3,3,0,3,67,0,35,24,0,154,19068,412,18940,542,0,3,CommercialBuildingArea_Residential_SpecialUseArea,13,Berlin,395,902,1862,4571,34,19246,0.0,93313,163,14636.75554987352,10804.797483139384,5373332.612891443,5370276.146679982
18,19,5371145.297701623,5374750.092656399,5397093.476334127,5371064.933635506,14559,0,2893,0,0,11092,11,6,423,0,0,3697,314,3,0,10458,142,5036,5987,1994,0,355,1936,4785,4169,1868,628,437,0,0,0,14303,42,187,4094,2065,3034,1011,3103,91,4065,5265,1518,1274,1183,551,11,35,4609,1391,7398,1053,1260,317,247,390,70,44,1794,6479,2727,1053,1975,2755,234,8888,131,0,1876,582,1883,6921,3231,7681,2830,1501,362,6,0,0,695,660,15,27,9,801,283,0,0,0,0,0,0,0,0,4608,1766,1004,135,21,1287,607,5682,14061,5874,3598,2747,1278,451,5874,4809,6,1474,1138,63,451,5874,4833,1862,1068,180,62,0,0,0,27686,3053,2087,2989,3892,5508,3328,2549,2953,1314,4827,3315,9412,4454,5695,12538,10537,1745,2758,93,0,0,3,25819,919,231,425,122,13209,14473,1555,3751,22359,26785,379,137,221,3,26785,0,0,6,0,3,0,9,57,12,6,35,6,479,26785,863,27266,365,0,3,CommercialBuildingArea_Residential,8,Berlin,521,9420,9,2222,0,114,0.0,52572,190,16539.702740179346,6616.266923804259,5373420.063121365,5370365.939457381
19,20,5372569.309867207,5376174.69500499,5398523.471762331,5372489.031796498,3963,0,1998,0,0,1797,0,0,97,0,0,712,58,25,0,3125,0,385,1599,1117,0,39,301,919,1028,725,467,216,0,0,0,3934,0,17,226,578,297,817,1360,71,801,2350,8,79,444,66,3,10,2362,559,857,129,1340,317,140,234,9,4,711,616,359,129,637,547,0,2423,106,4,1876,291,756,645,361,2811,1051,646,251,0,0,0,184,129,6,6,9,132,85,0,0,0,0,0,0,0,0,1505,678,451,64,9,367,261,2096,3904,946,1270,1201,303,67,946,2056,0,368,250,18,67,946,1485,691,497,81,21,0,0,0,9070,859,959,854,967,1974,1389,1074,768,181,1670,1027,2938,1937,1521,3609,4348,379,643,33,0,0,0,8292,268,203,169,22,4503,4568,572,1474,7007,8787,73,128,27,0,8787,0,0,0,0,6,0,0,3,0,6,72,3,92,8787,254,8756,278,0,0,Residential,4,Berlin,393,5335,5,2841,0,75,0.0,40560,7,178.20732172419272,8048.341308630482,5374844.4814369,5371789.858426961
20,21,5373372.870923046,5376977.083506355,5399315.077623668,5373292.42210829,3818,0,545,0,0,3158,0,0,99,0,0,969,97,0,0,2743,6,1527,1656,329,0,21,347,1327,1421,451,95,53,0,0,0,3721,5,90,768,445,1226,454,697,9,1075,1148,1062,57,170,79,0,0,1133,297,2206,163,219,53,6,114,15,9,533,1853,806,163,1584,473,0,1601,42,0,282,147,562,1972,814,2064,897,322,110,0,0,0,186,124,0,3,6,222,73,0,0,0,0,0,0,0,0,1379,432,214,27,0,433,178,1441,3709,1492,1103,611,343,138,1492,1356,0,337,300,18,138,1492,1442,467,215,31,12,0,0,0,7047,648,489,771,953,1278,899,842,904,274,1048,857,2232,1282,1635,2911,2961,438,714,18,0,0,0,6510,246,110,113,19,3348,3701,335,1079,5640,6806,89,73,40,0,6806,0,3,3,3,0,0,0,25,0,16,22,6,107,6806,234,6883,144,3,3,CommercialBuildingArea_Residential,2,Berlin,354,4300,12,1285,0,158,0.0,7495,17,1543.3142378512778,6957.159987158421,5375647.235731092,5372593.604514256
21,22,5371481.801772896,5375080.431287601,5397367.20914638,5371400.540808043,68968,0,7121,86,0,58344,766,163,2244,0,0,18731,1828,33,405,47690,1496,25125,28284,11914,0,3155,14019,23772,16872,6845,2387,1249,0,0,0,65648,863,2425,36607,3914,19904,4264,1138,0,21136,21298,1290,2777,10468,5454,1736,791,4228,1090,54059,9279,6,0,24,19,9,30,1690,15621,41751,9279,33331,11179,1434,20974,454,25,63,147,2104,18117,48100,24970,8838,4962,1778,125,0,0,2881,1098,13,203,225,2691,1548,0,0,0,0,0,0,0,0,15598,5485,2902,654,143,2854,3334,18777,65694,38350,11966,8047,4966,2349,38350,15623,126,4125,4268,602,2349,38350,17074,5741,3065,870,335,0,0,0,108217,8379,7707,15032,15462,18347,16429,14280,8524,4066,14465,16654,33808,24168,19099,54297,36561,5176,11580,598,0,6,3,80986,8701,7923,9105,1430,51679,56542,13517,23404,71291,90074,6307,6296,5218,205,90074,219,346,708,3,367,66,344,1408,96,679,2779,554,9586,90074,18150,99801,7870,74,276,CommercialBuildingArea_MixedUseArea_Residential_SpecialUseArea,27,Berlin,1076,59145,21,1867,4,936,0.0,42929,920,62308.07459504538,4385.817320413355,5373752.325306251,5370703.416935852
22,23,5368970.6332042925,5372567.94864703,5394842.715019328,5368889.181269739,55213,0,7072,76,0,45752,417,126,1545,0,0,15989,1361,100,25,37475,957,19864,23393,8972,0,2619,11264,18217,13610,5567,2211,1191,0,0,0,53602,492,1099,18357,9400,21013,3120,769,23,17591,14646,1619,551,10505,3931,1761,1017,4164,1554,41818,7348,54,56,121,79,14,30,1669,14374,30966,7348,27313,5082,316,20813,221,3,262,201,1925,16811,35638,21280,8350,3976,1435,109,0,0,2006,779,18,189,185,2349,1377,0,0,0,0,0,0,0,0,13826,4508,2376,321,45,3307,3045,14923,53008,29958,10558,6396,4348,1777,29958,13784,109,2930,3754,502,1777,29958,14829,4741,2573,481,170,0,0,0,87791,6424,6243,9731,10730,14777,13495,12991,8867,4517,11401,10989,25514,20154,19742,39767,31863,5405,10165,625,0,9,0,69358,6616,4882,5793,1033,40595,47199,11214,21521,55050,76750,4231,3456,3188,77,76750,154,298,449,0,343,66,218,963,47,518,1056,288,5847,76750,11032,81999,5498,51,101,MixedUseArea_Residential_SpecialUseArea,16,Berlin,675,46554,0,1657,0,4,0.0,22750,300,11948.969546330998,5581.262663194633,5371240.252617359,5368192.456018859
23,24,5369932.991941427,5373529.222957893,5395794.020990517,5369851.382554297,11678,0,2132,32,0,8915,114,6,373,0,0,3661,699,3,164,7030,58,3364,5253,1932,0,379,1605,3529,3596,1384,499,426,0,0,0,11295,180,191,1884,3191,4638,894,251,19,4594,2355,536,73,2215,920,70,20,1781,506,7141,2106,246,68,154,131,18,28,1704,4373,2555,2106,3062,1097,182,6730,35,0,525,233,1989,5490,3253,4821,2061,909,312,6,0,0,245,118,3,15,33,528,258,0,0,0,0,0,0,0,0,3106,991,534,73,3,951,709,3135,11101,5911,2388,1451,958,352,5911,3335,6,459,836,83,352,5911,3313,1031,576,115,32,0,0,0,19098,1373,1480,1652,1900,3073,2732,3091,2345,1440,2563,1940,4978,4213,5398,7588,7553,1612,2266,75,0,0,0,15852,1211,837,949,146,8446,10640,2206,5590,11297,17382,647,495,494,16,17382,27,15,61,0,36,3,31,163,6,106,117,46,908,17382,1715,18035,1015,9,22,CommercialBuildingArea_Residential,9,Berlin,116,21276,11,973,0,0,0.0,13487,74,7369.52261471347,7366.222503081912,5372201.865391503,5369154.986030183
24,25,5373438.375117416,5377033.513553781,5399288.221594713,5373356.607218979,5799,0,1955,12,0,3319,30,3,340,0,0,2208,210,0,0,3286,216,1030,1551,1797,0,284,698,1485,1327,786,367,510,0,0,0,5511,85,185,1262,633,2465,624,152,10,2470,2097,0,206,298,240,16,25,3560,415,1123,515,377,93,216,271,31,42,1690,1342,828,515,224,243,69,4756,48,0,789,447,1852,1494,981,2484,1124,463,140,3,0,0,81,12,0,0,6,186,50,0,0,0,0,0,0,0,0,1598,449,238,30,3,551,503,1391,5319,2648,1297,724,398,116,2648,1804,3,161,317,12,116,2648,1650,452,257,42,21,0,0,0,9692,686,706,746,859,1397,1308,1754,1327,842,1279,913,2261,2083,3169,3661,4193,805,971,61,0,0,0,7698,732,472,545,128,4513,5184,1247,2619,5822,8645,400,277,261,3,8645,12,9,35,0,3,0,27,46,3,71,38,26,537,8645,1030,9138,479,16,6,Residential,6,Berlin,4871,67003,9280,20750,1,346,0.0,121294,68,9721.468825649825,10106.862317910787,5375706.497126436,5372660.54169592
25,26,5374352.975587467,5377950.109902319,5400223.112893932,5374271.497480654,21306,0,4490,21,0,15704,97,60,705,0,0,5789,523,3,16,14760,564,5538,8788,4213,0,1109,2979,5965,5572,2583,1147,1361,0,0,0,20164,800,312,3373,5238,9972,837,380,7,6423,5189,1311,50,4304,1144,1129,214,4773,1306,11917,2989,608,506,506,273,176,79,2332,6157,7106,2989,9303,592,519,9689,68,49,1777,663,2489,6867,9173,9306,4134,1748,622,18,0,0,776,192,3,38,55,681,373,0,0,0,0,0,0,0,0,6080,1682,1108,153,18,1986,1517,5751,20330,10347,5006,2829,1435,591,10347,6643,18,1072,1178,141,591,10347,6265,1829,1225,235,72,0,0,0,36250,2545,2861,3791,3487,5539,4860,5861,4837,2381,4814,4413,9048,7608,10365,14877,14875,2674,3597,142,0,0,3,30214,2284,1293,1834,465,16910,19322,4428,10721,21087,32603,1389,982,1062,31,32603,51,50,105,0,48,12,74,270,25,153,302,43,2037,32603,3600,34573,1578,18,31,CommercialBuildingArea_MixedUseArea_Residential_SpecialUseArea,24,Berlin,1325,41234,38,7561,121,71,9.0,84901,270,33811.029139643855,8040.565534246096,5376622.470629607,5373574.826815255
26,27,5373779.4197635455,5377379.278110592,5399677.290792082,5373698.337460586,10106,0,553,6,0,9033,42,3,371,0,0,706,235,3,10,9063,48,4252,5058,124,0,105,1991,3744,3080,782,68,50,0,0,0,10069,0,32,312,1481,6811,790,315,0,969,215,338,4161,3329,41,132,4,1247,322,5914,2537,151,9,5,27,8,6,515,3773,2928,2537,9176,43,3,344,70,138,192,75,540,4033,5144,4372,1732,746,279,0,0,0,331,172,0,35,34,581,321,0,0,0,0,0,0,0,0,2862,887,484,86,15,840,488,3006,9670,5011,2085,1237,1036,260,5011,2794,0,523,910,94,260,5011,3014,948,506,102,34,0,0,0,17254,1380,1383,2182,2083,2445,2349,2056,2179,1133,2415,2552,4526,3361,4383,7173,6456,1493,2103,28,0,0,0,12765,1414,1466,1040,526,8247,9005,1992,4323,10943,14718,688,1171,600,49,14718,54,15,36,0,57,3,15,355,12,112,647,76,990,14718,2535,15508,1650,9,56,CommercialBuildingArea_Residential_SpecialUseArea,8,Berlin,635,19023,54,4252,0,1349,0.0,36680,178,17517.975260919076,5171.128394732533,5376050.788794869,5373000.840774947
27,28,5371090.080369584,5374687.378911954,5396961.950271547,5371008.626033444,8130,0,924,12,0,6756,136,6,259,0,0,2329,163,3,22,5584,119,2858,3210,1713,0,406,1387,2888,1999,889,338,178,0,0,0,7959,5,167,4205,689,2623,275,23,0,2532,2522,14,44,1628,711,140,57,425,170,6159,1343,0,0,0,0,0,6,266,1894,4568,1343,4030,982,221,2606,47,87,0,15,311,2266,5499,3010,1130,587,224,10,0,0,334,92,0,15,25,304,196,0,0,0,0,0,0,0,0,1919,657,335,55,9,390,495,2126,7697,4399,1497,934,577,295,4399,1950,10,450,496,62,295,4399,2087,710,355,85,21,0,0,0,12735,886,847,1538,1673,2152,1996,1849,1200,594,1556,1715,3825,2939,2708,5942,4481,711,1516,93,0,0,0,10022,1028,649,888,143,5953,6782,1631,2961,8147,11169,642,439,465,9,11169,24,31,60,0,34,3,42,167,9,65,100,41,847,11169,1567,11811,871,6,9,CommercialBuildingArea_MixedUseArea_Residential,5,Berlin,172,4912,97,254,0,0,0.0,7232,34,1450.1838883187922,6036.441264764976,5373359.688248107,5370311.905775558
28,29,5378620.975997527,5382218.113888375,5404491.069462373,5378539.498516743,20002,0,1991,18,0,16638,208,6,984,0,0,3934,391,10,7,15511,150,8221,9512,1150,0,680,3493,8247,5478,1395,215,113,0,0,0,19349,9,641,5792,2856,8802,1203,276,0,4418,7029,13,1341,2719,2758,51,209,2213,430,15769,1435,92,33,73,59,6,55,1487,10790,5632,1435,2385,4097,461,11651,516,0,244,196,1628,11489,6185,8103,2864,1380,589,3,0,0,925,390,3,78,57,1043,466,0,0,0,0,0,0,0,0,5123,1697,889,203,79,1129,863,6091,18720,10177,3832,2468,1787,439,10177,4882,6,1409,1550,192,439,10177,5292,1773,960,269,128,0,0,0,32875,2644,2913,5050,4049,5460,4536,3745,2942,1507,4881,5708,9517,6416,6321,14931,11460,2338,4062,57,0,0,0,26596,1883,2459,1498,366,15962,16886,3251,8668,20950,28858,1099,2119,685,38,28858,152,54,45,0,141,0,12,438,35,87,1199,12,1451,28858,4001,30520,2258,3,39,CommercialBuildingArea_MixedUseArea_Residential_SpecialUseArea,22,Berlin,1021,12599,3168,10698,1290,1194,8.0,52348,220,22054.02627419737,11390.772709044784,5380890.47368417,5377842.826503259
29,30,5377768.142141996,5381366.514257262,5403650.811731169,5377686.843932559,7759,0,1145,3,0,6056,31,0,463,0,0,1446,227,8,18,5984,31,3740,2989,477,0,176,1034,3054,2488,620,142,69,0,0,0,7632,97,23,34,2950,2892,432,1058,13,1715,817,3,2971,1672,60,0,3,230,403,6889,155,36,114,425,19,6,34,331,4381,2114,155,4970,106,8,2208,88,0,602,77,338,4510,2129,3499,1308,808,227,0,0,0,296,128,0,18,12,408,163,0,0,0,0,0,0,0,0,2082,756,438,126,48,578,417,2492,7229,3617,1624,1226,652,105,3617,2373,0,457,577,35,105,3617,2113,773,445,141,81,0,0,0,13441,1298,1245,1574,1720,2088,1776,1701,1408,637,2281,1825,3805,2668,2859,5376,5475,1035,1519,31,0,0,0,10276,999,1214,783,143,6339,7102,1590,3222,8624,11878,467,826,233,3,11878,15,19,9,6,29,0,0,263,3,57,545,12,430,11878,1564,11855,1564,0,3,CommercialBuildingArea_Residential_SpecialUseArea,11,Berlin,251,14512,50,1636,0,0,0.0,28786,87,11835.677399904953,9736.694531867326,5380038.488867519,5376989.79772754
30,31,5375854.276877591,5379453.022984324,5401740.788622101,5375773.032964756,6180,0,382,4,0,5441,99,4,190,0,0,816,84,0,118,5124,24,2282,3053,379,0,338,924,2608,1258,682,148,45,0,0,0,6086,0,92,1478,2042,2268,55,0,0,1034,919,304,0,2966,379,9,0,444,135,5202,365,88,22,87,10,3,0,1003,2569,1935,365,4112,904,22,780,25,0,206,25,1014,2613,2244,2780,1052,592,237,0,0,0,233,117,3,9,12,329,110,0,0,0,0,0,0,0,0,1632,621,381,83,26,445,315,2013,5862,2962,1282,989,520,99,2962,1886,0,367,461,43,99,2962,1679,631,404,108,34,0,0,0,11151,1096,1038,1503,1386,1828,1376,1326,1052,540,1924,1717,3211,2015,2274,4822,4447,765,1090,15,0,0,10,8389,702,1151,725,167,5357,5785,1145,2594,7381,9204,367,1077,457,14,9204,21,15,28,3,72,0,6,151,6,131,503,3,900,9204,1946,10286,837,3,15,CommercialBuildingArea_Residential,8,Berlin,451,19255,25,2096,0,0,0.0,34822,236,35237.49423803388,7750.89573680365,5378124.880810496,5375075.87346524
31,32,5381524.95318874,5385120.331411434,5407377.087223847,5381443.22029457,20744,0,4698,15,0,14921,104,6,756,0,0,1576,200,3,3,18834,49,4770,10724,2685,0,326,2659,5900,6513,2814,1165,717,0,0,0,20634,11,68,816,1257,13071,1313,2803,61,1820,5810,980,2665,5852,2155,30,9,5937,1426,12381,833,2513,1154,978,725,114,214,1653,2664,9646,833,2424,1389,3131,9841,2939,0,4748,1158,1700,2932,10104,11923,4575,2660,1120,3,0,0,688,501,9,59,40,1171,416,0,0,0,0,0,0,0,0,6697,2704,1720,431,124,2057,1345,8397,19713,7448,5420,4527,1920,215,7448,8429,3,1380,1677,144,215,7448,6691,2747,1789,516,205,0,0,0,41592,3820,4894,4440,4198,6893,5520,5487,4644,1606,7761,5473,11080,8192,9163,16294,18561,2897,3726,39,0,0,3,35090,2086,2089,1697,369,19888,21708,4173,11743,25633,38571,773,1449,504,33,38571,45,25,43,27,68,0,12,342,9,147,789,38,1015,38571,2957,38327,3166,0,37,CommercialBuildingArea_Residential_SpecialUseArea,25,Berlin,741,6959,38153,23608,0,4,0.0,39407,94,16752.41047070746,15332.829235646015,5383793.2404963,5380747.081582955
